OBJECTID,HUC12,BioAqRankSW,Shape__Area,Shape__Length
3561,180600050905,5,156724065.234375,74989.6038670109
3562,180400011201,4,115630457.742188,55979.314516461
3563,180400011205,3,68487371.03125,49301.2223096803
3564,180400011902,4,142991532.289063,111938.323785195
3565,180400012103,4,204595323.710938,93519.574346251
3566,180400100706,4,103750410.933594,95594.6880163877
3567,180400091308,4,200100141.039063,135457.915133905
3568,180400091402,5,201118024.5625,136773.606367094
3569,180400030301,4,123674268.09375,69848.9296735661
3570,180400110305,4,126980319.171875,62544.2563668475
3571,180400120604,4,115382172.371094,70743.8811225919
3572,180201250802,4,93988880.8398438,53573.5346392696
3573,180201260102,3,188481384.109375,76825.2450203461
3574,180201250506,4,153023618.425781,86343.604721799
3575,180201220902,3,128553303.433594,64991.6579935967
3576,180201210206,2,108201416.429688,63630.1299084916
3577,180201220901,3,107507422.777344,67467.9424420868
3578,180800030101,3,143396046.398438,66966.582162613
3579,180800030102,2,88452385.3945313,46716.7717200218
3580,180200021801,2,172608544.210938,78023.5407348662
3581,180200021503,3,91403683.0117188,52517.866214714
3582,180200021602,4,190798777.074219,89023.5374209044
3583,180102040301,2,85900471.5976563,55698.8762941385
3584,180102040401,3,88470612.0585938,55956.4427523792
3585,180600130102,4,179811313.359375,90823.9301527335
3586,180600060702,5,235074323.703125,77506.5895883825
3587,180600060409,5,80468213.359375,50292.56138838
3588,180600060502,5,170903483.066406,67825.4037147424
3589,180600050611,4,183502179.324219,83987.7343030166
3590,180600050806,4,151923897.296875,95712.0360394802
3591,180600050804,2,209716711.675781,78492.4106978615
3592,180400140101,3,84396421.5585938,48723.5984252951
3593,180400140102,3,90597635.9648438,53346.9703050559
3594,180400140304,3,154325926.683594,70262.4787833502
3595,180400012002,3,250559643.242188,113173.419984991
3596,180400011305,4,241310372.125,86274.709754118
3597,180400012006,5,250866997.570313,117697.999319284
3598,180400091306,3,68873273.6484375,59352.6413425475
3599,180400080703,3,171079277.3125,93567.6753599547
3600,180400100701,5,113676140.988281,56417.7174462811
3601,180400120802,3,112202121.929688,64916.915425965
3602,180400120701,3,149017675.878906,64246.4382302623
3603,180400110205,3,101705356.417969,55477.2799387097
3604,180400120501,4,161505179.289063,66549.3470381143
3605,180201280107,4,248212496.953125,101929.36125998
3606,180201280104,2,79080642.9101563,39072.2632792212
3607,180201250505,3,177635369.738281,81781.8668228804
3608,180201250102,3,111040222.316406,64178.5395253695
3609,180201220701,3,154867201.289063,66292.6040696011
3610,180201230401,2,230210385.207031,89508.69473306
3611,180201210201,2,101810969.582031,46011.1516952326
3612,180201220403,3,93479759.9296875,53981.2960134394
3613,180201220401,3,157013894.070313,74736.6043397134
3614,180800030406,3,122929045.082031,69181.690810764
3615,180800030301,2,152329747.992188,65413.3540845305
3616,180800030307,3,172052182.886719,124232.789057582
3617,180800030304,3,135797089.359375,72843.068371241
3618,180800030303,3,170083615.472656,90695.6672213413
3619,180800020206,2,237405224.148438,74444.2655602083
3620,180200021501,2,60757116.8476563,40297.1446555102
3621,180200021701,3,177476508.992188,76481.8637847107
3622,180200021403,2,117067417.242188,66585.7773840143
3623,180200020801,3,175106270.855469,64396.99715222
3624,180200021201,3,92319996.3984375,52811.1426181686
3625,180102040103,2,131664394.328125,72895.1551265829
3626,180200020702,2,253039161.472656,86084.5051389635
3627,180600040302,3,207754629.257813,88524.8934247628
3628,180600040408,2,91197911.6601563,70498.7925045382
3629,180600040406,2,89022947.1953125,70985.8476220498
3630,180600040202,2,111282070.5625,64321.7859182283
3631,180300120606,3,156139383.015625,127594.903812086
3632,180300090603,2,160347972.691406,69809.9182154563
3633,180300090802,2,119522620.613281,68148.2993607767
3634,180300090608,2,329331951.84375,164222.261709697
3635,180400010806,5,179182321.910156,217531.737415247
3636,180400091302,4,95416274.8203125,62744.7077252534
3637,180400080801,4,100939460.027344,64457.613491066
3638,180400080604,4,236150557.957031,106490.804883926
3639,180400091203,4,151563528.898438,68030.5226060666
3640,180400100601,4,178335364.722656,74669.6390625273
3641,180400130101,5,88165880.5625,65086.5051216351
3642,180400130402,3,87805836.9101563,55890.0981587241
3643,180201280102,3,78295981.953125,41595.3283980319
3644,180201250201,2,140750410.941406,56897.7444736859
3645,180201230303,2,128173327.171875,56230.7144687581
3646,180201230309,2,192540370.824219,69836.6795428207
3647,180201220203,3,81802622.171875,57426.7688169734
3648,180800030601,2,155793695.429688,61897.3074820969
3649,180200020302,4,122017794.011719,57851.864007691
3650,180200020202,2,118392286.273438,55107.5438976176
3651,180600040101,2,114224326.359375,70154.9001402246
3652,180600040106,2,75720847.2382813,42206.4046588485
3653,180300121703,2,179206952.085938,78597.0224455443
3654,180300121401,2,131524905.3125,64384.8865938885
3655,180300121803,2,162774728.765625,93984.8830224094
3656,180300121404,2,118071633.027344,54260.3772582739
3657,180300122203,2,229102199.890625,91929.097991575
3658,180300120503,2,131788522.464844,72024.714111113
3659,180300120704,3,281639189.234375,149792.899090416
3660,180300090207,2,221264027.632813,149030.527863906
3661,180300090103,2,213265092.441406,127256.690590977
3662,180300090704,3,198059529.835938,101531.068724028
3663,180300090505,2,232381204.417969,127589.640963033
3664,180400070501,4,157965187.34375,115754.681352475
3665,180400011501,3,113394281.855469,51196.1348826308
3666,180400091201,3,75858533.9023438,44906.037403011
3667,160501010500,4,575791528.773438,130963.349916299
3668,160501020106,3,100824105.1875,59800.2468362682
3669,160501020105,2,143573704.148438,78014.1743550687
3670,180800030506,2,93785167.1210938,48577.4430463158
3671,180800020107,2,162066212.183594,82411.6376263318
3672,160402040507,2,62307460.3203125,42952.0728601517
3673,180800020104,2,113323963.574219,62405.0580689878
3674,180800010306,2,80377446.2773438,55060.822733458
3675,180800010201,2,110172070.921875,72834.7796724002
3676,180600140201,1,164519014.757813,146634.877130327
3677,180600130201,5,75647263.6054688,46987.7921550014
3678,180600100304,4,85283281.2148438,57591.8873690611
3679,180600070206,2,92266991.5390625,70298.8319002414
3680,180600030102,2,628925242.539063,125593.813542981
3681,180300121103,2,65262146.0390625,62987.6744687133
3682,180300121207,2,170487136.355469,108997.436780798
3683,180300121902,2,103383279.636719,54973.775293992
3684,180400010702,3,109793469.40625,71122.2578869909
3685,180400010502,3,69390306.8515625,66482.3054386789
3686,180400080502,3,93245705.4921875,45461.8563842977
3687,180400090601,4,206034562.101563,92699.5702117985
3688,180400100205,3,149234043.878906,73346.5683956964
3689,180400100203,4,68338415.4726563,41436.6161571795
3690,160502010104,4,130472553.925781,58693.3687266815
3691,160502010201,2,115139253.515625,49128.2587638896
3692,160502010302,2,116187285.980469,53381.0610584107
3693,180600100103,5,155612934.578125,77495.511414451
3694,180600070205,2,63260889.671875,52472.0561159746
3695,180600070105,4,128284116.203125,62222.4819142356
3696,180300121204,2,135722926.839844,53539.3127105938
3697,180300050702,2,371815388.152344,113907.14439194
3698,180300040402,2,115331736.953125,65828.6929172315
3699,180300050701,2,174416132.0625,79849.2046032775
3700,180300060901,2,242697312.410156,114622.85353906
3701,180300122001,2,159239966.488281,84031.6197464675
3702,180300071004,3,156762869.703125,93021.0294016645
3703,180300120205,3,130619015.339844,93821.4280442824
3704,180300120201,2,65032469.2421875,40073.6481794864
3705,180300100806,4,146267828.710938,65147.5484605808
3706,180400061001,4,246253735.46875,81046.4025586834
3707,180400080104,2,109498581.097656,52620.0142526405
3708,180400080101,2,126901751.242188,56656.6539818133
3709,160503020104,4,85806201.6367188,52225.1731002549
3710,160503020105,4,89691169.6015625,52937.8944311419
3711,160503020203,3,125101397.742188,56867.7459252487
3712,160503020108,3,93636303.3203125,54688.5857571037
3713,160503020103,2,125636104.003906,53658.3289897405
3714,180701040201,3,79310934.9375,44808.4957222194
3715,180701010106,5,155773603.570313,75818.1013408137
3716,180600070101,2,89986191.359375,47203.00651156
3717,180300030701,3,232679842.960938,102379.349552459
3718,180300040305,2,67615778.6289063,75901.7137733109
3719,180300050502,2,118512856.269531,76366.3672918831
3720,180300050304,2,177970182.523438,147217.60661702
3721,180300060603,2,114314886.65625,67697.0412484873
3722,180300060503,2,116245470.859375,61965.4717440442
3723,180300070902,4,179007760.257813,110232.440560812
3724,180300120104,3,102656166.082031,48459.4445773108
3725,180300070801,3,125046066.066406,61157.9892945246
3726,180300070602,3,100112616.175781,43832.1936867375
3727,180901010104,2,189459984.40625,76184.2923660108
3728,160503010110,2,163853146.648438,79835.1450863717
3729,160503010304,2,16569011.5078125,28555.2283034252
3730,160503010303,2,89758648.4609375,42182.210544596
3731,180701020801,4,96599484.484375,57315.3138137607
3732,180701020507,4,141493533.605469,89051.642936545
3733,180300030901,3,199940525.054688,80691.1946821441
3734,180300030604,2,306324575.457031,96498.2858187265
3735,180300030802,3,130213024.253906,88090.7125127658
3736,180300040303,2,65606553.8671875,52906.2271764116
3737,180300040203,2,71940919.5195313,48590.0853461169
3738,180300030304,2,165163174.855469,79259.5562360738
3739,180300050302,2,118633350.800781,67157.4030692826
3740,180300050201,3,80873890.5703125,55679.3957085999
3741,180300060801,2,84442266.7851563,52123.4460002311
3742,180300070203,3,131260168.929688,56043.6865199107
3743,180300070103,3,188709952.1875,63387.0022647489
3744,180300070201,3,98621303.5585938,48982.7070638958
3745,180300070304,4,119900118.199219,80486.209222206
3746,180300100103,2,194837707.855469,62007.8219776331
3747,180300100604,4,130790248.738281,68673.7640244136
3748,180300100601,3,221327846.261719,76761.2564950993
3749,180400060301,3,130811312.835938,54591.7927799797
3750,180901020203,2,163238202.914063,68033.5623632788
3751,180901010607,2,211443587.457031,103655.92023508
3752,180701070004,0,207658042.1875,135274.200676208
3753,180701020401,4,171392042.542969,78416.5102150645
3754,180902061307,1,76857640.5664063,46250.720813894
3755,180902061801,2,133056297.933594,76205.4774579706
3756,180300030404,2,145412582.285156,58673.9009387678
3757,180300010203,2,88313611.6953125,58932.4477453292
3758,180300010204,3,238653564.953125,84860.2446622304
3759,180300010101,2,102414900.0625,48624.7873234723
3760,180300100205,2,148750071.988281,63346.0973714968
3761,180300010103,2,88503231.7539063,47098.4795252321
3762,180300100305,3,83654867.7617188,49286.9770132466
3763,180901020601,2,128975339.136719,69398.3410998242
3764,180300100201,2,79915185.8945313,48862.602130686
3765,180901020803,2,151709386.140625,71339.6033835597
3766,180901010610,1,172433006.808594,69125.6058262027
3767,180701060606,3,223582110.917969,128216.534747848
3768,180701050102,3,84165329.4804688,44285.3436390439
3769,180902061404,2,207609932.820313,69146.0632660442
3770,180902061401,4,114421164.261719,67658.4551935828
3771,180902062406,1,149706954.664063,154959.185795233
3772,180300020601,2,174687153.007813,83250.8200079197
3773,180902060301,2,94889829.6875,45875.862828038
3774,180300020602,2,221686253.566406,75985.3853339605
3775,180902060302,2,118355833.992188,55203.7593659012
3776,180300020301,3,100203354.046875,51265.9078757529
3777,180300020101,2,119778160.078125,59837.4912225651
3778,180901030405,2,97584846.9804688,60559.8196399411
3779,180901030103,2,100941912.820313,48678.8184025251
3780,180901030206,2,130781925.457031,67034.3208586835
3781,160600100805,1,41750990.875,30136.6637152113
3782,160600100905,1,88998281.7734375,42785.2424192536
3783,180703010301,5,123251157.933594,87518.5373415571
3784,180702030702,3,143637458.25,73951.1920043273
3785,180902061103,2,153580122.199219,98093.5678829856
3786,180902061001,2,60313687.3984375,37138.5650839708
3787,180902061101,3,118958716.722656,53289.6431175474
3788,180902061901,2,136033419.410156,84063.4475123683
3789,180902062109,1,235732582.207031,118006.176557668
3790,180902060803,1,235309166.621094,108653.867898144
3791,180902060802,1,202824758.800781,65046.3146003183
3792,180902050103,1,81099621.7851563,50848.747065632
3793,180902010102,5,116028363.644531,79230.4793913682
3794,160600101005,1,193172649.578125,78729.5325699612
3795,160600101101,1,25463.30859375,877.904487824094
3796,180703010303,3,74050035.6601563,48862.0245492456
3797,180702030703,3,112164448.757813,72799.5510022368
3798,180702030704,5,214735326.148438,73870.101869124
3799,180902080403,1,113937177.746094,54149.3961458874
3800,180902080902,1,128797788.402344,60576.2928107622
3801,180902050802,1,74242358.8671875,67094.4049204652
3802,180902070604,1,111621267.023438,54749.1575522518
3803,180902050605,1,83136084.5039063,52506.060125324
3804,180902051004,1,100949352.148438,64865.6275505576
3805,180902040302,1,88622597.5742188,62707.7839681568
3806,180902050203,1,99054982.8710938,69419.4150922096
3807,180902051202,1,120926071.425781,55212.2924517696
3808,180902040101,1,166389494.570313,60648.6948754767
3809,180902040407,1,248088641.59375,100650.23863495
3810,180902030107,0,112209605.371094,57875.3683888581
3811,180902030202,0,162810020.707031,65706.9225030436
3812,180902030108,0,41250400.0859375,44758.4801134435
3813,180902030102,0,3721958.5390625,13356.1627150289
3814,180902030105,0,19735270.9101563,23267.9456624419
3815,180703051304,3,84020026.2460938,63907.4701908835
3816,180703040403,4,67797964.9414063,51187.9346111947
3817,180703040302,5,160117332.070313,73650.9628530845
3818,180703030302,5,123641890.5,63533.0798889167
3819,180703030402,5,150373038.082031,80506.6940594497
3820,180703030301,4,158231853.417969,104153.214278457
3821,180703020502,5,178688202.890625,85867.4576995804
3822,180703020405,3,65596783.5585938,52486.0085363781
3823,180702030601,3,109200122.617188,51514.3659889417
3824,180702020305,3,187147773.648438,84890.9840674068
3825,180702020302,3,214728626.980469,94787.6749002332
3826,180702030304,4,83613752.2929688,42290.62352125
3827,180702030801,5,60807125.4453125,46893.9959866988
3828,180702030506,2,97021941.8085938,55346.5555809451
3829,180702030402,3,172897170.285156,73926.8753256516
3830,181001000502,2,119710490.808594,73273.2971471543
3831,180902071110,1,267563035.804688,209492.617588243
3832,180902071001,2,204284658.328125,83649.005534184
3833,180902070904,1,197081120.664063,78075.8987121557
3834,180902050903,1,236308850.394531,91372.1830449781
3835,180902051304,1,145996517.382813,76299.7493915201
3836,180902051302,1,166831683.074219,56559.8260067168
3837,180902051303,1,185331907.917969,63280.655693734
3838,180902040805,1,156188184.511719,62543.3923328594
3839,180902041203,1,62738537.859375,51372.9520813386
3840,180902040903,1,114676874.21875,72891.289415578
3841,180902030604,1,132536522.03125,65390.3460727263
3842,180902030504,0,83040431.75,61822.1511735697
3843,180902030801,0,116387340.445313,71452.5557225975
3844,180902030502,0,171132814.121094,57905.3113065645
3845,180703040603,4,68797034.7695313,44145.8148424386
3846,180703020301,5,88190346.578125,52787.8144150594
3847,180703020204,3,160868709.539063,72415.3713505785
3848,180702020105,4,96955560.4804688,48677.9123069985
3849,181002010103,2,68920452.5820313,41156.2605135348
3850,180702030201,4,160642837.875,64192.2361352776
3851,180902081003,1,213466581.582031,94045.7983617727
3852,181001000202,1,198317544.632813,85563.6639537866
3853,180902081308,1,292013987.449219,148001.242395385
3854,180902070201,1,85631637.4882813,47264.8674789882
3855,180902070102,1,218159749.4375,82201.4606096145
3856,180902040703,1,96095963.3789063,49163.2581056565
3857,180902040701,1,116742043.910156,56397.7245077513
3858,180902032104,1,111659568.34375,79776.2250875496
3859,180703050903,5,207891090.335938,121172.821399495
3860,180703040801,5,162183407.074219,81863.2946251349
3861,180703040101,4,119171155.148438,66689.5276759516
3862,180703030101,4,181977759.046875,69094.2332404074
3863,181002030401,3,79913363.4257813,61260.1280417345
3864,181002030205,2,78778931.4101563,58417.4817091966
3865,181001000601,2,169404632.496094,94124.6484098119
3866,181001000801,1,209326476.984375,76605.1946714469
3867,180902081703,1,185357471.429688,92214.0355133536
3868,180902031804,1,165721040.691406,82903.8822150157
3869,180902032003,1,89111482.875,49845.9705015254
3870,180902030703,1,114492379.6875,61833.4652454694
3871,180902020705,1,96492017.2773438,43885.1290357494
3872,180703050502,2,18387205.9765625,19024.3221344159
3873,181002020207,2,138141318.367188,69350.3488868853
3874,181002030501,1,59880273.2382813,43836.0573345698
3875,181002030702,2,152965960.246094,65057.4506753697
3876,181002010501,2,72428746.1953125,42282.8160372487
3877,181002010701,2,81674638.9648438,51821.5708825069
3878,181001001601,1,70832578.7070313,51833.3452493049
3879,181001001002,1,78724797.328125,41366.6376423129
3880,181001000907,1,196744760.964844,65850.9288573459
3881,181001001104,1,149568343.265625,103993.03249707
3882,180902082205,1,240798342.992188,97728.8408065957
3883,180902082102,1,215225242.324219,91867.2484191221
3884,180902031006,1,93595933.4804688,53865.2206284791
3885,180902082602,1,150823093.90625,77815.6468286988
3886,180902031303,1,194592267.082031,104112.552942813
3887,180902021801,1,155406454.886719,58683.4134753321
3888,180902021604,1,183268080.429688,70792.215817224
3889,180902021504,1,48573647.4335938,43356.8361215705
3890,181002030802,1,128095132.191406,62053.4599660823
3891,181002040505,2,86588313.828125,71302.6429308227
3892,180902082101,2,174791802.796875,83230.958440577
3893,180902081804,1,140775516.335938,71772.7894205501
3894,180902082304,1,86033255.84375,67559.1179441821
3895,180902082601,1,226664611.785156,67023.7312676305
3896,160600150502,1,122802936.574219,60834.0089737226
3897,180902031203,1,73975900.3867188,53978.6013539644
3898,160600150505,1,21232861.8164063,20717.2573469841
3899,181002041104,1,320431036.34375,113952.194706869
3900,181002041402,2,112541545.667969,88081.1346662716
3901,181001004902,1,176147685.601563,91451.0308423672
3902,181001002602,1,76700895.3554688,52068.4136877522
3903,181001002702,1,155120925.792969,129914.855414039
3904,180902081909,1,148622203.847656,85963.6772659743
3905,181001003203,1,174563555.898438,94087.9285847015
3906,181001003205,1,128115894.328125,112195.959114528
3907,160600151003,1,210351868.609375,67561.3744926199
3908,160600150802,1,85749862.2148438,60121.8943071369
3909,181002040401,1,113387098.839844,77507.5458829063
3910,181002041308,1,134490474.339844,100860.807187732
3911,150301040903,1,104856637.816406,52118.5040175394
3912,181001005405,1,110853728.210938,84935.2264463311
3913,181001003606,1,195910433.386719,101000.893472971
3914,181001004101,1,226473168.902344,71634.7874316623
3915,181001003601,1,85861455.6992188,51900.0854325253
3916,181001003701,1,82109520.4609375,43297.5653991267
3917,181001003504,1,347586069.964844,137257.981555067
3918,181001003101,1,158130888.113281,73321.5142496711
3919,181001003301,1,97132908.0664063,61836.3614894724
3920,150301020204,1,118543225.328125,79150.317403016
3921,181001003102,1,212674555.261719,115079.695477056
3922,160600151205,1,245862764.597656,83498.4095653521
3923,160600151204,1,211007944.855469,69192.4762630197
3924,181002040105,1,95487777.171875,87286.1981120214
3925,181002040106,2,204647314.816406,70095.4977859357
3926,181002040103,1,167898555.628906,96763.0689821536
3927,181001005302,1,182777557.617188,74112.0627618434
3928,181001005301,1,130495250.179688,55936.9940043237
3929,181001004006,1,209849743.578125,108019.230976064
3930,181001004204,1,120729340.09375,71943.0375275031
3931,181001004002,1,81237372.9492188,69257.5274026405
3932,181001003906,1,61603971.2890625,36847.4909474709
3933,181001003907,1,103332799.664063,65701.2424915091
3934,181001003803,1,254998388.953125,112992.635234306
3935,150301020306,1,134942184.28125,66866.6462675139
3936,150301020111,1,82363744.484375,60467.6918217963
3937,150301070104,3,147113781.742188,75535.6968414133
3938,150301041202,2,81191752.6015625,50592.3593920803
3939,150301041203,3,96664948.6054688,53180.4929450808
3940,150301040705,2,27724946.6640625,38429.2774186215
3941,150301040609,2,57359767.7109375,77136.1241643809
3942,150301040504,1,63534763.78125,49376.5135185651
3943,181001004302,1,190795857.882813,97552.7088148608
3944,150301040306,2,140722521.972656,72001.5548520243
3945,150301010505,1,152943990.261719,75862.3081348262
3946,150301010504,1,109039512.730469,57014.5594072504
3947,150301010707,2,122939896.625,96527.5017860317
3948,150301010702,3,130987636.816406,60397.0453057917
3949,150301041311,2,36159727.3398438,49783.1685349112
3950,150301040206,1,81106517.2070313,72480.4250629756
3951,150301040304,2,258102049.875,134095.703225364
3952,180101020503,5,286988684.144531,247517.175951677
3953,180201630302,5,594931595.457031,214042.167763437
3954,180201630606,5,1077966744.71484,307132.925935152
3955,180600140202,0,203261349.542969,183965.667671554
3956,181002040702,2,473121.8125,10398.5275574064
3957,180101070102,4,151425674.875,63603.2467731237
3958,180101010502,5,55691307.53125,91060.2160198109
3959,180101060304,4,130856322.71875,56965.348535123
3960,180101070201,5,95746733.6484375,76238.7357075117
3961,180101070203,5,126297723.054688,54239.7711662746
3962,180101020102,5,161952333.324219,58030.5832630983
3963,180101020501,5,211440735.144531,68895.9341176219
3964,180102091102,5,136062456.851563,66610.7406485773
3965,180101010303,5,114560223.992188,54457.3766340699
3966,180101080801,5,184546898.355469,86546.9241270958
3967,180101080405,5,122898028.835938,62728.9471775911
3968,180101080302,5,142236600.460938,63847.4660269297
3969,180101080101,5,170188001.40625,81611.3832916335
3970,180101080103,5,182724629.636719,87222.3360688694
3971,180101060201,4,159006544.300781,69405.7391365903
3972,180101060102,5,121199392.292969,55075.9174382734
3973,180102090805,5,206121804.949219,92420.094020514
3974,171003110302,5,107021633.03125,45369.6296735164
3975,180102090403,5,158825240.605469,63357.5144241803
3976,180101090101,4,84028254.171875,46609.5425094645
3977,180101080403,5,197523097.230469,82811.422437815
3978,180101100501,4,68416212.9882813,42731.1859217844
3979,180101030301,4,141318129.898438,62663.2948710666
3980,180101030505,4,171224020.621094,62363.5971008916
3981,180101030504,4,181402499.320313,68460.2149908898
3982,180101020201,4,201159462.964844,67875.1046292653
3983,180102120406,5,159362884.023438,67058.3500525146
3984,180102120501,4,88517902.4414063,50846.1396668749
3985,180102111001,4,171889223.917969,74912.5329949904
3986,180102090602,5,83465244.2382813,44863.3185043878
3987,180102100301,4,101789457.078125,49697.2161949538
3988,180102100202,4,84653388.9960938,46775.6618178589
3989,180102100206,5,149876763.257813,56840.2956040855
3990,180102090203,4,185036787.796875,58079.4421466839
3991,180101090203,5,48273891.3710938,75580.2196824132
3992,180500050305,5,19488408.1953125,59811.3904107289
3993,180500050203,5,125667317.644531,71967.5255344114
3994,180201160305,5,101657214.21875,136558.811586031
3995,180201160104,3,89959616.5390625,52506.2138940282
3996,180101040503,3,157874042.054688,58544.9895667798
3997,180101030204,4,171967465.496094,66848.6500480118
3998,180101040105,3,204064142.945313,63140.3994577027
3999,180101040205,4,77201140.015625,41703.9635274784
4000,180201560402,3,152391761.0625,56067.400230723
4001,180201520602,4,109343274.8125,60745.5379713674
4002,180102110704,5,151638507.949219,70542.7816009208
4003,180102110802,5,160291688.039063,68446.201265736
4004,180102110401,3,226607945.546875,74855.8311505692
4005,180102100204,4,83804822.7148438,44060.0210948378
4006,180102080401,4,174391413.695313,61077.606332284
4007,180500020902,5,71268827.5664063,131396.3398825
4008,180201620301,5,90797304.0546875,57191.3195732063
4009,180201620305,4,112002721.03125,64577.6381478378
4010,180201160601,3,74430589.2460938,50641.6572913606
4011,180201160401,4,77417176.203125,47042.6419284725
4012,180201150204,5,196757959.027344,69832.5867237609
4013,180201150101,3,124090855.203125,65494.3473874456
4014,180201150405,3,71390160.2695313,66675.9515859595
4015,180201560405,4,160615500.726563,54712.6300230124
4016,180201560203,4,127328151.152344,78857.3738788958
4017,180201520502,3,97034818.9921875,59232.9520002092
4018,180201520701,4,150092259.078125,92261.1912847402
4019,180201550303,4,183691946.53125,112968.683298678
4020,180201520801,4,118279184.144531,68895.5589272602
4021,180201540104,5,149767362.148438,61248.3888124193
4022,180102080103,4,146283524.214844,71747.6434860145
4023,180102060501,4,94723792.3632813,49390.1741044583
4024,180201620203,4,135284211.78125,98470.78079946
4025,180201040703,5,199393039.039063,126596.706182315
4026,180201040801,3,105234565.605469,52262.5786022312
4027,180201040704,4,77524590.703125,86792.8824568779
4028,180201040203,3,141400019.332031,78861.6665244152
4029,180201150603,4,80805808.8515625,111164.791169326
4030,180201550405,5,120023664.449219,122095.889618061
4031,180201540305,5,177472864.863281,121991.489854742
4032,180200050306,4,87330428.8125,43605.7714549918
4033,180200050401,4,78344938.1757813,40242.6962888219
4034,180200040502,4,152198510.773438,65869.4011600189
4035,180200031203,4,157885637.703125,66506.8028371692
4036,180102070101,4,159182264.578125,60061.1939388597
4037,180102070102,3,171164413.78125,75097.6056496135
4038,180102070301,2,220507910.011719,65935.6003057543
4039,180102060502,4,65511807.859375,48183.1822206903
4040,180600060106,5,124246265.382813,61151.4035444599
4041,180600150302,5,99433155.1914063,49835.0217347315
4042,180500030405,5,162060480.167969,68605.915766463
4043,180500040803,5,188611756.914063,97021.1136484732
4044,180500040702,4,153903024.914063,109556.420617084
4045,180201630502,4,74268077.0351563,56442.8241275005
4046,180201620504,5,76939121.2773438,98148.2031700429
4047,180201041007,4,93201313.7070313,46696.4130061929
4048,180201040900,5,578920371.660156,154358.670986358
4049,180201570404,4,234008766.40625,108094.687100846
4050,180201530106,4,135052701.851563,99317.1886499305
4051,180200040207,3,76428420.6210938,49223.2189813907
4052,180102050202,3,286268938.550781,114984.560287891
4053,180102050304,2,162994454.726563,61310.6822242042
4054,180600060102,5,182861963.519531,72461.229855989
4055,180600150102,5,116143610.386719,63331.6216438724
4056,180500030301,5,157491160.027344,78124.8058113594
4057,180600020805,5,211829408.058594,104212.164779206
4058,180500040403,4,137046117.320313,79746.7554843201
4059,180500040402,4,172684938.96875,76495.7096747554
4060,180500040405,4,72947417.1328125,44741.9143768629
4061,180400030101,5,134976462.421875,78716.4203920146
4062,180400030905,5,106620372.171875,83133.3943209454
4063,180201630703,5,403678090.992188,148372.113725503
4064,180201630604,4,165553795.605469,108503.157970233
4065,180201590502,4,149627501.757813,90804.6451218591
4066,180201590501,5,223274935.492188,78540.9092817288
4067,180201530105,4,187430700.199219,97026.8492231817
4068,180200030710,5,238205064.28125,94128.8214834635
4069,180200031005,4,142008866.585938,58519.449864276
4070,180200031001,4,115986487.914063,53375.4989123813
4071,180102041301,2,76434835.7929688,38364.4230345652
4072,180600060407,5,158616474.121094,140796.717873302
4073,180600060304,5,64424129.5820313,37279.3567892789
4074,180600051501,4,124727287.023438,52307.5688369193
4075,180600051311,5,125896098.148438,64316.6586485605
4076,180600051506,3,68776070.796875,57013.635370024
4077,180600020703,5,214227001.9375,115620.712179479
4078,180600020801,5,225187045.085938,110340.567059986
4079,180600020204,4,81313920.5820313,45992.5436977413
4080,180600020202,5,164318689.097656,62049.4824069445
4081,180400020301,4,150052811.746094,67654.6622493062
4082,180400030201,4,86596115.1601563,67764.2547556566
4083,180400020503,4,84043314.9648438,66047.6596882425
4084,180400030903,5,66016532.3554688,57573.8704084272
4085,180400510403,3,134713169.472656,111736.395350918
4086,180400121103,5,199306851.84375,73188.8726910989
4087,180400121104,5,90774326.0585938,75761.7005084196
4088,180400130705,5,204977085.019531,84526.6883332773
4089,180400130606,3,108672429.089844,85656.4674986348
4090,180201590102,3,76697696.6210938,47626.8043709511
4091,180201210605,5,144597596.574219,70468.4387001289
4092,180201210502,3,167945408.921875,74452.5973109986
4093,180201210501,3,172605543.976563,80567.5657215118
4094,180200030709,2,148492986.800781,71424.390774541
4095,180200021304,2,153092739.910156,68649.2140146661
4096,180102041105,2,138977158.691406,78248.4481987731
4097,180102041106,2,284085111.535156,128789.479554946
4098,180102041001,3,351579163.324219,113980.584044751
4099,180600060504,5,159442374.121094,111502.948224394
4100,180600050607,3,70069869.5351563,43348.9978994749
4101,180600051201,5,99219540.4335938,66151.6051386636
4102,180600020506,5,151842784.722656,68739.2467313389
4103,180400010601,3,191540791.277344,74586.5228930212
4104,180400140202,3,98074873.4375,46575.8828298974
4105,180400011202,4,219671422.980469,86356.1591192888
4106,180400011905,5,214617503.769531,118250.580227388
4107,180400020205,5,704189365.011719,201485.24884067
4108,180400020403,4,525914934.609375,177801.240285311
4109,180400100704,3,226890151.527344,103671.274390931
4110,180400120703,5,121595525.453125,58258.5625657134
4111,180400130605,5,148217085.1875,77119.9348159368
4112,180400130603,4,67555816.9296875,63934.1695104323
4113,180201610201,3,107310715.792969,52034.9523274144
4114,180201260202,4,193306499.332031,111020.571630122
4115,180201251001,3,141784823.382813,67484.8009186753
4116,180201250405,4,77058861.7851563,45877.5994073823
4117,180201250403,4,96735662.5234375,50152.0290602276
4118,180201230601,4,112655650.507813,54304.8808064314
